CMDLINE /home/pramod/install/miniconda3/envs/py3/bin/python3.7 ios_data_transform_script.py all ctd
MEM 1.832031 1566336997.5852
MEM 22.257812 1566336997.6855
MEM 35.808594 1566336997.7858
MEM 45.667969 1566336997.8862
MEM 45.667969 1566336997.9864
MEM 45.667969 1566336998.0866
MEM 45.667969 1566336998.1869
MEM 45.667969 1566336998.2872
MEM 48.375000 1566336998.3875
MEM 56.101562 1566336998.4880
MEM 67.863281 1566336998.5882
MEM 76.109375 1566336998.6886
MEM 75.320312 1566336998.7891
MEM 75.320312 1566336998.8893
MEM 75.320312 1566336998.9896
MEM 75.320312 1566336999.0899
MEM 75.320312 1566336999.1902
MEM 75.320312 1566336999.2904
MEM 75.320312 1566336999.3907
MEM 75.320312 1566336999.4910
MEM 75.320312 1566336999.5913
MEM 75.320312 1566336999.6916
MEM 75.320312 1566336999.7919
MEM 75.320312 1566336999.8921
MEM 75.320312 1566336999.9924
MEM 75.320312 1566337000.0926
MEM 75.320312 1566337000.1929
MEM 75.320312 1566337000.2931
MEM 75.320312 1566337000.3934
MEM 75.320312 1566337000.4937
MEM 75.320312 1566337000.5939
MEM 75.320312 1566337000.6942
MEM 75.320312 1566337000.7945
MEM 75.320312 1566337000.8948
MEM 75.320312 1566337000.9951
MEM 75.320312 1566337001.0954
MEM 75.320312 1566337001.1956
MEM 75.320312 1566337001.2959
MEM 75.320312 1566337001.3962
MEM 75.320312 1566337001.4965
MEM 75.320312 1566337001.5968
MEM 75.320312 1566337001.6972
MEM 75.320312 1566337001.7975
MEM 75.320312 1566337001.8977
MEM 75.320312 1566337001.9980
MEM 75.320312 1566337002.0983
MEM 75.320312 1566337002.1987
MEM 75.320312 1566337002.2989
MEM 75.320312 1566337002.3992
MEM 75.320312 1566337002.4995
MEM 75.320312 1566337002.5998
MEM 75.320312 1566337002.7002
MEM 75.320312 1566337002.8005
MEM 75.320312 1566337002.9007
MEM 75.320312 1566337003.0010
MEM 75.320312 1566337003.1013
MEM 75.320312 1566337003.2016
MEM 75.320312 1566337003.3018
MEM 75.320312 1566337003.4021
MEM 75.320312 1566337003.5024
MEM 75.320312 1566337003.6026
MEM 75.320312 1566337003.7030
MEM 75.320312 1566337003.8034
MEM 75.320312 1566337003.9036
MEM 75.320312 1566337004.0039
MEM 75.320312 1566337004.1042
MEM 75.320312 1566337004.2044
MEM 75.320312 1566337004.3048
MEM 75.320312 1566337004.4051
MEM 75.320312 1566337004.5053
MEM 75.320312 1566337004.6056
MEM 75.320312 1566337004.7059
MEM 75.320312 1566337004.8062
MEM 75.320312 1566337004.9066
MEM 75.320312 1566337005.0069
MEM 75.320312 1566337005.1072
MEM 75.320312 1566337005.2075
MEM 75.320312 1566337005.3077
MEM 75.320312 1566337005.4080
MEM 75.320312 1566337005.5083
MEM 75.320312 1566337005.6085
MEM 75.320312 1566337005.7088
MEM 75.320312 1566337005.8091
MEM 75.320312 1566337005.9094
MEM 75.320312 1566337006.0099
MEM 75.320312 1566337006.1101
MEM 75.320312 1566337006.2104
MEM 75.320312 1566337006.3107
MEM 75.320312 1566337006.4110
MEM 75.320312 1566337006.5112
MEM 75.320312 1566337006.6115
MEM 75.320312 1566337006.7117
MEM 75.320312 1566337006.8120
MEM 75.320312 1566337006.9123
MEM 75.320312 1566337007.0126
MEM 75.320312 1566337007.1129
MEM 75.320312 1566337007.2132
MEM 75.320312 1566337007.3135
MEM 75.320312 1566337007.4137
MEM 75.320312 1566337007.5140
MEM 75.320312 1566337007.6143
MEM 75.320312 1566337007.7146
MEM 75.320312 1566337007.8149
MEM 75.320312 1566337007.9152
MEM 75.320312 1566337008.0155
MEM 75.320312 1566337008.1158
MEM 75.320312 1566337008.2160
MEM 75.320312 1566337008.3162
MEM 75.320312 1566337008.4165
MEM 75.320312 1566337008.5168
MEM 75.320312 1566337008.6170
MEM 75.320312 1566337008.7173
MEM 75.320312 1566337008.8175
MEM 75.320312 1566337008.9178
MEM 75.320312 1566337009.0180
MEM 75.320312 1566337009.1182
MEM 75.320312 1566337009.2185
MEM 75.320312 1566337009.3188
MEM 75.320312 1566337009.4191
MEM 75.320312 1566337009.5194
MEM 75.320312 1566337009.6197
MEM 75.320312 1566337009.7201
MEM 75.320312 1566337009.8203
MEM 75.320312 1566337009.9207
MEM 75.320312 1566337010.0210
MEM 75.320312 1566337010.1213
MEM 75.320312 1566337010.2217
MEM 75.320312 1566337010.3220
MEM 75.320312 1566337010.4223
MEM 75.320312 1566337010.5226
MEM 75.320312 1566337010.6229
MEM 75.320312 1566337010.7231
MEM 75.320312 1566337010.8234
MEM 75.320312 1566337010.9237
MEM 75.320312 1566337011.0240
MEM 75.320312 1566337011.1243
MEM 75.320312 1566337011.2245
MEM 75.320312 1566337011.3248
MEM 75.320312 1566337011.4251
MEM 75.320312 1566337011.5255
MEM 75.320312 1566337011.6258
MEM 75.320312 1566337011.7261
MEM 75.320312 1566337011.8263
MEM 75.320312 1566337011.9266
MEM 75.320312 1566337012.0269
MEM 75.320312 1566337012.1272
MEM 75.320312 1566337012.2275
MEM 75.320312 1566337012.3278
MEM 75.320312 1566337012.4280
MEM 75.320312 1566337012.5283
MEM 75.320312 1566337012.6286
MEM 75.320312 1566337012.7289
MEM 75.320312 1566337012.8291
MEM 75.320312 1566337012.9295
MEM 75.320312 1566337013.0298
MEM 75.320312 1566337013.1300
MEM 75.320312 1566337013.2303
MEM 75.320312 1566337013.3306
MEM 75.320312 1566337013.4309
MEM 75.320312 1566337013.5312
MEM 75.320312 1566337013.6314
MEM 75.320312 1566337013.7318
MEM 75.320312 1566337013.8321
MEM 75.320312 1566337013.9324
MEM 75.320312 1566337014.0327
MEM 75.320312 1566337014.1329
MEM 75.320312 1566337014.2333
MEM 75.320312 1566337014.3335
MEM 75.320312 1566337014.4338
MEM 75.320312 1566337014.5341
MEM 75.320312 1566337014.6344
MEM 75.320312 1566337014.7347
MEM 75.320312 1566337014.8350
MEM 75.320312 1566337014.9353
MEM 75.320312 1566337015.0355
MEM 75.320312 1566337015.1358
MEM 75.320312 1566337015.2360
MEM 75.320312 1566337015.3363
MEM 75.320312 1566337015.4366
MEM 75.320312 1566337015.5369
MEM 75.320312 1566337015.6372
MEM 75.320312 1566337015.7376
MEM 75.320312 1566337015.8379
MEM 75.320312 1566337015.9381
MEM 75.320312 1566337016.0384
MEM 75.320312 1566337016.1387
MEM 75.320312 1566337016.2389
MEM 75.320312 1566337016.3391
MEM 75.320312 1566337016.4394
MEM 75.320312 1566337016.5397
MEM 75.320312 1566337016.6399
MEM 75.320312 1566337016.7402
MEM 75.320312 1566337016.8404
MEM 75.320312 1566337016.9406
MEM 75.320312 1566337017.0409
MEM 75.320312 1566337017.1412
MEM 75.320312 1566337017.2415
MEM 75.320312 1566337017.3419
MEM 75.320312 1566337017.4422
MEM 75.320312 1566337017.5424
MEM 75.320312 1566337017.6427
MEM 75.320312 1566337017.7430
MEM 75.320312 1566337017.8434
MEM 75.320312 1566337017.9437
MEM 75.320312 1566337018.0441
MEM 75.320312 1566337018.1444
MEM 75.320312 1566337018.2447
MEM 75.320312 1566337018.3450
MEM 67.382812 1566337018.4453
