OWNER,GF3_CODE,MEDS:index,MEDS:GF3_CODE,MEDS:OWNER,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:P01 urn,BIO:P01 name,BIO:P06 name,BIO:OWNER,BIO:CF_CODE,BIO:P06 urn,BIO:GF3_CODE,BIO:units,CF_CODE,NERC:P07 id,NERC:P01 id,NERC:P01 urn
MEDS,LW1$,629.0,LW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,
MEDS,LW2$,630.0,LW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,
MEDS,LWCT,631.0,LWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,liquid_water_content,,,,,,,,,,,,,,
MEDS,MAGC,635.0,MAGC,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_correction,,,,,,,,,,,,,,
MEDS,MAGN,638.0,MAGN,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,magnetic_field_variation_True,,,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,degrees,BIO,,UAAA,MAGN,degrees,,,http://vocab.nerc.ac.uk/collection/P01/current/MAGDCORR/,MAGDCORR
MEDS,MAGR,639.0,MAGR,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_residual,,,,,,,,,,,,,,
MEDS,MAGT,640.0,MAGT,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_total,,,,,,,,,,,,,,
MEDS,MBN$,641.0,MBN$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,MINS,645.0,MINS,MEDS,A,Date and time within day,Date et temps dans une journée,minute(time),minute(durée),,,,,,,,,,,,,,,,
MEDS,MMFX,646.0,MMFX,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,
MEDS,MMMM,647.0,MMMM,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,MMN$,648.0,MMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,
MEDS,MNS$,649.0,MNS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_minimum_value,,,,,,,,,,,,,,
MEDS,MNT$,650.0,MNT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_minimum_value,,,,,,,,,,,,,,
MEDS,MNTH,651.0,MNTH,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
MEDS,MRT#,654.0,MRT#,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
MEDS,MTH$,656.0,MTH$,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
MEDS,MXS$,657.0,MXS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_maximum_value,,,,,,,,,,,,,,
MEDS,MXT$,658.0,MXT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_maximum_value,,,,,,,,,,,,,,
MEDS,NAM$,661.0,NAM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NBD1,663.0,NBD1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,NBIN,664.0,NBIN,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,
MEDS,NBL1,665.0,NBL1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,NDM$,666.0,NDM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NDS$,667.0,NDS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NET$,668.0,NET$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,micrometre,micromètre,,size_net_mesh,,,,,,,,,,,,,,
MEDS,NETR,671.0,NETR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,radiation_net,,,,,watts per square metre,BIO,solar_irradiance,UWCM,NETR,watts/ m^3,solar_irradiance,http://vocab.nerc.ac.uk/collection/P07/current/WC485N1Y/,,
MEDS,NH3$,672.0,NH3$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
MEDS,NID#,674.0,NID#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,NIPO,675.0,NIPO,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
MEDS,NIRR,676.0,NIRR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,
MEDS,NORG,681.0,NORG,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],millimoles per cubic metre,BIO,mass_concentration_of_organic_nitrogen_in_sea_water,MMCM,NORG,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/DONXXXX1/,DONXXXX1
MEDS,NPA$,682.0,NPA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NPD$,684.0,NPD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NPS$,686.0,NPS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NPT#,688.0,NPT#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,NRP$,689.0,NRP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NSB$,691.0,NSB$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NSCM,694.0,NSCM,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,metres per second,BIO,northward_sea_water_velocity,UVAA,NSCM,m/s,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,
MEDS,NSCT,697.0,NSCT,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,northward_sea_water_velocity,,,,LCNZZ01,Northward current velocity in the water body,metres per second,BIO,northward_sea_water_velocity,UVAA,NSCT,m/s,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,
MEDS,NSU$,699.0,NSU$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,,,,,,,,,,,,,
MEDS,NTHR,700.0,NTHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,,,
MEDS,NTMN,701.0,NTMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,,,,,,,,,,,,,
MEDS,NTOT,704.0,NTOT,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],millimoles per cubic metre,BIO,,MMCM,NTOT,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,MDMAP013
MEDS,NTRA,707.0,NTRA,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrate_in_water,,,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_in_sea_water,MMCM,NTRA,mmol/m^3,mole_concentration_of_nitrate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0806/,http://vocab.nerc.ac.uk/collection/P01/current/NTRAXXDZ/,NTRAXXDZ
MEDS,NTRI,711.0,NTRI,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_nitrite_in_water,,,NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrite_in_sea_water,MMCM,NTRI,mmol/m^3,mole_concentration_of_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DDAEDBBI/,http://vocab.nerc.ac.uk/collection/P01/current/NTRIXXDZ/,NTRIXXDZ
MEDS,NTRZ,715.0,NTRZ,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_nitrate_and_nitrite_in_sea_water,mole_concentration_of_nitrate_and_nitrite_in_water,,,NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_and_nitrite_in_sea_water,MMCM,NTRZ,mmol/m^3,mole_concentration_of_nitrate_and_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DABDADJB/,http://vocab.nerc.ac.uk/collection/P01/current/NTRZXXDZ/,NTRZXXDZ
MEDS,NTSC,717.0,NTSC,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,,,,,,,,,,,,,
MEDS,NUL$,718.0,NUL$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,NUM$,719.0,NUM$,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
MEDS,NVD$,721.0,NVD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NVS$,723.0,NVS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,NWAV,725.0,NWAV,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,
MEDS,O18$,734.0,O18$,MEDS,A,Chemistry,Chimie,number,nombre,,,,,,,,,,,,,,,,
MEDS,OBSS,735.0,OBSS,MEDS,I,Date and time within day,Date et temps dans une journée,second,seconde,,seconds_within_minute,,,,,,,,,,,,,,
MEDS,OCL#,738.0,OCL#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,OCP$,740.0,OCP$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,OCR$,742.0,OCR$,MEDS,A,General purpose,Tout usage,text,texte,,identifier_of_mission_by_originator,,,,,,,,,,,,,,
MEDS,ODD1,746.0,ODD1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,ODD2,747.0,ODD2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
MEDS,OEN$,748.0,OEN$,MEDS,A,General purpose,Tout usage,text,texte,,description_of_event_by_originator,,,,,,,,,,,,,,
MEDS,OID$,749.0,OID$,MEDS,A,General purpose,Tout usage,text,texte,platform_name,description_of_station_by_originator,,,,,,,,,,,platform_name,http://vocab.nerc.ac.uk/collection/P07/current/CH3BBTYJ/,,
MEDS,OLP$,751.0,OLP$,MEDS,A,Chemistry,Chimie,milligram per metre square,milligramme par mètre carré,,,,,,,,,,,,,,,,
MEDS,OLS#,752.0,OLS#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,OLW$,754.0,OLW$,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
MEDS,ONM1,756.0,ONM1,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,OSI$,762.0,OSI$,MEDS,A,General purpose,Tout usage,text,texte,,originator_sample_identifier,,,,,,,,,,,,,,
MEDS,OTMP,766.0,OTMP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,temperature_of_sensor_for_oxygen_in_sea_water,temperature_of_sensor_for_oxygen_in_water,,,OXYTPR01,Temperature of oxygen sensor membrane,degrees Celsius,BIO,,UPAA,OTMP,degrees Celsius,temperature_of_sensor_for_oxygen_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0199/,http://vocab.nerc.ac.uk/collection/P01/current/OXYTPR01/,OXYTPR01
MEDS,OXS$,767.0,OXS$,MEDS,A,Chemistry,Chimie,percent,pourcentage,,,,,,,,,,,,,,,,
MEDS,PAD$,777.0,PAD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
MEDS,PAIR,778.0,PAIR,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
MEDS,PAR$,780.0,PAR$,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,photosynthetic_active_radiation,,,,,,,,,,,,,,
MEDS,PAR0,782.0,PAR0,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,
MEDS,PAR1,783.0,PAR1,MEDS,A,Biological Oceanography,Océanographie biologique,unknown,inconnu,,,,,,,,,,,,,,,,
MEDS,PB1$,786.0,PB1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
MEDS,PBA$,788.0,PBA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
MEDS,PBC$,790.0,PBC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
MEDS,PBN$,792.0,PBN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
MEDS,PBP$,793.0,PBP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,,,
MEDS,PBS$,795.0,PBS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,PBV$,797.0,PBV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
MEDS,PCA$,799.0,PCA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
MEDS,PCS$,801.0,PCS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
MEDS,PDR$,804.0,PDR$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
MEDS,PDT$,805.0,PDT$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
MEDS,PDV$,807.0,PDV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,centimetre cube,centimètre cube,,,,,,,,,,,,,,,,
MEDS,PEA$,808.0,PEA$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram metre per second square,kilogramme mètre par seconde carré,,,,,,,,,,,,,,,,
MEDS,PEQ$,809.0,PEQ$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,1770.0,,,,,,,,,,,,,
MEDS,PFL$,812.0,PFL$,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
MEDS,PFN$,814.0,PFN$,MEDS,A,Data Operation,Opération sur données,number,nombre,,,,,,,,,,,,,,,,
MEDS,PFR$,816.0,PFR$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,type_of_instrument_and_fallrate_equation_coefficients_and_recorder_wmp_tables_1770_4770,17704770.0,,,,,,,,,,,,,
MEDS,PGI#,819.0,PGI#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PH1$,821.0,PH1$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
MEDS,PHA$,823.0,PHA$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_phaeophytin_in_water,,,,,,,,,,,,,,
MEDS,PHI$,826.0,PHI$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
MEDS,PHNB,827.0,PHNB,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,National Bureau of Standards,National Bureau of Standards,,,,,,,,,,,,,,,,
MEDS,PHOS,830.0,PHOS,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_phosphate_in_sea_water,mole_concentration_of_phosphate_in_water,,,PHOSYYDZ,Concentration of phosphate {PO43- CAS 14265-44-2} per unit volume of the water body [dissolved plus reactive particulate phase],Millimoles per cubic metre,BIO,mole_concentration_of_phosphate_in_sea_water,MMCM,PHOS,mmol/m^3,mole_concentration_of_phosphate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF12N502/,http://vocab.nerc.ac.uk/collection/P01/current/PHOSYYDZ/,PHOSYYDZ
MEDS,PHPH,834.0,PHPH,MEDS,A,Chemistry,Chimie,dimensionless,sans dimension,sea_water_ph_reported_on_total_scale,ph_in_water,,,PHXXZZXX,pH per unit volume of the water body,,BIO,sea_water_ph_reported_on_total_scale,,PHPH,,sea_water_ph_reported_on_total_scale,http://vocab.nerc.ac.uk/collection/P07/current/CF14N56/,http://vocab.nerc.ac.uk/collection/P01/current/PHXXZZXX/,PHXXZZXX
MEDS,PHSC,836.0,PHSC,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
MEDS,PHY$,837.0,PHY$,MEDS,A,Biological Oceanography,Océanographie biologique,kilolitre,kilolitre,,,,,,,,,,,,,,,,
MEDS,PIM$,838.0,PIM$,MEDS,A,Chemistry,Chimie,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,,,
MEDS,PIV$,840.0,PIV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,,,
MEDS,PKS$,842.0,PKS$,MEDS,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,
MEDS,PKT$,843.0,PKT$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
MEDS,PLA#,844.0,PLA#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PLAT,845.0,PLAT,MEDS,A,General purpose,Tout usage,code table,table de code,,platform_code_ICES,,ICES/SDN PLATFORM CODES,,,,,,,,,,,,
MEDS,PLK$,847.0,PLK$,MEDS,A,Biological Oceanography,Océanographie biologique,gram per thousand metre cube,gramme par mille mètre cube,,,,,,,,,,,,,,,,
MEDS,PLNK,848.0,PLNK,MEDS,A,Biological Oceanography,Océanographie biologique,cubic millimeter per cubic meter,millimètre cube par mètre cube,,,,,,,,,,,,,,,,
MEDS,PLT$,849.0,PLT$,MEDS,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,percentage_of_light_transmittance,,,,,,,,,,,,,,
MEDS,PMT$,852.0,PMT$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,,,,,,,,,,,,,
MEDS,PNM1,854.0,PNM1,MEDS,A,General purpose,Tout usage,text,texte,platform_name,,,,,,,,,,,,platform_name,http://vocab.nerc.ac.uk/collection/P07/current/CH3BBTYJ/,,
MEDS,POC$,856.0,POC$,MEDS,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,molar_concentration_of_particulate_organic_carbon_in_water,,,,,,,,,,,,,,
MEDS,POF$,859.0,POF$,MEDS,A,General purpose,Tout usage,decibar,decibar,,,,,,,,,,,,,,,,
MEDS,POI$,861.0,POI$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,POM$,862.0,POM$,MEDS,A,Chemistry,Chimie,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,,,
MEDS,PON$,864.0,PON$,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,mass_concentration_of_particulate_organic_nitrogen_in_water,,,,,,,,,,,,,,
MEDS,POTM,868.0,POTM,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,sea_water_potential_temperature,,,,,,degrees Celsius ,BIO,,UPAA,POTM,degrees Celsius,sea_water_potential_temperature,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0329/,,
MEDS,POTP,869.0,POTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
MEDS,POTT,872.0,POTT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,air_potential_temperature,,,,CPATZZ01,Potential temperature of the atmosphere,degrees Celsius,BIO,,UPAA,POTT,degrees Celsius,air_potential_temperature,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0014/,http://vocab.nerc.ac.uk/collection/P01/current/CPATZZ01/,CPATZZ01
MEDS,POXY,873.0,POXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
MEDS,PP1$,874.0,PP1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,PP2$,876.0,PP2$,MEDS,I,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,PPC$,878.0,PPC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
MEDS,PPS$,880.0,PPS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,PRC$,884.0,PRC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,
MEDS,PREA,885.0,PREA,MEDS,A,Data Operation,Opération sur données,decibar,decibar,,,,,,,,,,,,,,,,
MEDS,PRES,888.0,PRES,MEDS,A,Physical Oceanography,Océanographie physique,decibar,decibar,sea_water_pressure,water_pressure,,,PRESPR01,Pressure (spatial co-ordinate) exerted by the water body by profiling pressure sensor and corrected to read zero at sea level,decibars,BIO,sea_water_pressure,UPDB,PRES,decibars,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PRESPR01/,PRESPR01
MEDS,PRHB,890.0,PRHB,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PRK$,892.0,PRK$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre per decibar,mètre par decibar,,,,,,,,,,,,,,,,
MEDS,PRO#,893.0,PRO#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PRO1,894.0,PRO1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_project,,,,,,,,,,,,,,
MEDS,PRO2,896.0,PRO2,MEDS,A,Biological Oceanography,Océanographie biologique,text,texte,,project_description2,,,,,,,,,,,,,,
MEDS,PRP$,898.0,PRP$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,
MEDS,PRQ$,900.0,PRQ$,MEDS,I,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,
MEDS,PRRT,901.0,PRRT,MEDS,A,Meteorology,Météorologie,millimetre per hour,millimètre par heure,,,,,,,,,,,,,,,,
MEDS,PRT$,903.0,PRT$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PRTN,905.0,PRTN,MEDS,A,Meteorology,Météorologie,millimetre,millimètre,,,,,,,,,,,,,,,,
MEDS,PRV$,906.0,PRV$,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
MEDS,PSAL,909.0,PSAL,MEDS,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),sea_water_practical_salinity,water_practical_salinity,,,PSLTZZ01,Practical salinity of the water body,,BIO,sea_water_practical_salinity,,PSAL,psu,sea_water_practical_salinity,http://vocab.nerc.ac.uk/collection/P07/current/IADIHDIJ/,http://vocab.nerc.ac.uk/collection/P01/current/PSLTZZ01/,PSLTZZ01
MEDS,PSEA,913.0,PSEA,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,
MEDS,PSP$,914.0,PSP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,
MEDS,PSQ$,916.0,PSQ$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,
MEDS,PTCH,919.0,PTCH,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,degrees,BIO,platform_pitch,UAAA,PTCH,degrees,platform_pitch,http://vocab.nerc.ac.uk/collection/P07/current/UOMSLR0H/,http://vocab.nerc.ac.uk/collection/P01/current/PTCHGP01/,PTCHGP01
MEDS,PTM$,920.0,PTM$,MEDS,A,Time and frequency,Temps et fréquence,text,texte,,,,,,,,,,,,,,,,
MEDS,PTP1,922.0,PTP1,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,
MEDS,PTT$,923.0,PTT$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,PVA$,925.0,PVA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,,,
