Vocabulary,name,Users,accepted_units,accepted_scale,accepted_instruments,calibration_review,apply_function,variable_name,long_name,units,instrument,scale,standard_name,sdn_parameter_urn,sdn_parameter_name,sdn_uom_urn,sdn_uom_name,definition,convention,GF3_name,SDN:P01::Alternative Name
GF3,TLENLBIN,BIO,,,,,,,,,,,,,,,,,,TLENLBIN,
GF3,TLENQQQQ,BIO,,,,,,,,,,,,,,,,,,TLENQQQQ,
GF3,TLENTLEN,BIO,,,,,,,,,,,,,,,,,,TLENTLEN,
GF3,TLENUBIN,BIO,,,,,,,,,,,,,,,,,,TLENUBIN,
GF3,TMN$,MEDS,,,,,,,,,,,,,,,,,,TMN$,
GF3,TMX$,MEDS,,,,,,,,,,,,,,,,,,TMX$,
GF3,TOFF,BIO,second|s,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,TOFF,
GF3,TOTP,"BIO,IML,MEDS",decibar|decibars,,,,,PPSCZZ01,,decibar,,,sea_water_pressure,SDN:P01::PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,SDN:P06::UPDB,Decibars,Pressure (measured variable) exerted by the water body plus atmosphere,,TOTP,Sea_Press
GF3,TPHS,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,TPHSZZXX,,mmol/m^3,,,,SDN:P01::TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],,TPHS,Total_P
GF3,TRAN,"BIO,IML,MEDS",percent per metre|percent|%,,,,,,,percent per metre,,,,,,SDN:P06::UPOP,Percent per metre,,,TRAN,
GF3,TRB$,MEDS,Formazin Turbidity Unit,,,,,TURBXXXX,,Formazin Turbidity Unit,,,sea_water_turbidity,SDN:P01::TURBXXXX,Turbidity of water in the water body,,,Estimate of suspended sediment concentration based on the proportion of a light transmission in the water column that is reflected back to a co-located receiver.,,TRB$,Turbidity
GF3,TRB2,MEDS,,,,,,,,,,,,,,,,,,TRB2,
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,,,gsw.t90_from_t68,TEMPP901,,degree Celsius,,ITS-90,sea_water_temperature,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,SDN:P06::UPAA,Degrees Celsius,Temperature (ITS-90) of the water body,,TE90,WC_temp90
GF3,TRPH,"BIO,MEDS",,,,,,,,,,,,,,,,,,TRPH,
GF3,TSD$,MEDS,,,,,,,,,,,,,,,,,,TSD$,
GF3,TSG$,MEDS,,,,,,,,,,,,,,,,,,TSG$,
GF3,TSM$,MEDS,gram per metre cube,,,,,,,gram per metre cube,,,,,,,,,,TSM$,
GF3,TSM_,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,TSM_,
GF3,TSN_,"BIO,MEDS",,,,,,,,,,,,,,,,,,TSN_,
GF3,TSS$,MEDS,milligram per metre cube,,,,,,,milligram per metre cube,,,mass_concentration_of_suspended_matter_in_sea_water,,,,,,,TSS$,
GF3,TUR$,MEDS,percent,,,,,,,percent,,,,,,SDN:P06::UPCT,Percent,,,TUR$,
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,CTD|STD|GUILDLINE|GUILDLN\.*|SBE\s*19|SBE\s*9|SBE\s*37|SBE\s*25|Microcat|Maestro|Concerto|XR\-*620|XR\-*420,,gsw.t90_from_t68,TEMPS901,,degree Celsius,CTD,ITS-90,sea_water_temperature,SDN:P01::TEMPS901,Temperature (ITS-90) of the water body by CTD or STD,SDN:P06::UPAA,Degrees Celsius,Unavailable,,TEMP,CTDTmp90
GF3,TWCT,MEDS,gram per metre cube,,,,,,,gram per metre cube,,,,,,,,,,TWCT,
GF3,TWTT,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,TWTT,
GF3,UBSZ,MEDS,upper limit,,,,,,,upper limit,,,,,,,,Size fractioned bin size (upper limit),,UBSZ,
GF3,UDCS,MEDS,,,,,,,,,,,,,,,,Vertical Current Speed (positive up) Unit: mm/s,,UDCS,
GF3,UID$,MEDS,,,,,,,,,,,,,,,,,,UID$,
GF3,UIM$,MEDS,,,,,,,,,,,,,,,,,,UIM$,
GF3,ULTR,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,ULTR,
GF3,UND#,MEDS,,,,,,,,,,,,,,,,,,UND#,
GF3,UNIT,MEDS,,,,,,,,,,,,,,,,Stores information of units used to report measurement results.,,UNIT,
GF3,TEMP,"BIO,IML,MEDS","degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",IPTS-68,Reverse Thermometer,,gsw.t90_from_t68,TEMPR901,,degree Celsius,Reverse Thermometer,ITS-90,sea_water_temperature,SDN:P01::TEMPR901,Temperature (ITS-90) of the water body by reversing thermometer,SDN:P06::UPAA,Degrees Celsius,,,TEMP,RTTemp90
GF3,UPD$,MEDS,,,,,,,,,,,,,,,,,,UPD$,
GF3,URE$,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,URE$,
GF3,URE_,"BIO,IML,MEDS",mmol/m^3,,,,,UREAZZZZ,,mmol/m^3,,,,SDN:P01::UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,URE_,Urea
GF3,USAL,MEDS,,,,,,,,,,,sea_water_salinity,,,,,,,USAL,
GF3,VAIS,"BIO,IML",hertz,,,,,BVFSTP01,,hertz,,,,SDN:P01::BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,SDN:P06::UTHZ,Hertz,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,,VAIS,BV_Freq_Sq
GF3,VAP1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VAP1,
GF3,VAPP,MEDS,hectopascal,,,,,,,hectopascal,,,,,,SDN:P06::HPAX,Hectopascals,,,VAPP,
GF3,VAV1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VAV1,
GF3,VAV2,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VAV2,
GF3,VAVH,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VAVH,
GF3,VBRF,MEDS,,,,,,,,,,,,,,,,,,VBRF,
GF3,VCA$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VCA$,
GF3,VCAR,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCAR,
GF3,VCH1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCH1,
GF3,VCMX,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCMX,
GF3,VCP1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCP1,
GF3,VCP2,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCP2,
GF3,VCR1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCR1,
GF3,VCS$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VCS$,
GF3,TICW,IML,umol/kg,,bottle|sample,,,,,umol/kg,bottle,,mole_concentration_of_dissolved_inorganic_carbon_in_sea_water,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
GF3,VCXX,MEDS,degree square per hertz,,,,,,,degree square per hertz,,,,,,,,,,VCXX,
GF3,VCXY,MEDS,degree square per hertz,,,,,,,degree square per hertz,,,,,,,,,,VCXY,
GF3,VCYY,MEDS,degree square per hertz,,,,,,,degree square per hertz,,,,,,,,,,VCYY,
GF3,VCZX,MEDS,metre degree per hertz,,,,,,,metre degree per hertz,,,,,,,,,,VCZX,
GF3,VCZY,MEDS,metre degree per hertz,,,,,,,metre degree per hertz,,,,,,,,,,VCZY,
GF3,VDEP,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VDEP,
GF3,VDIR,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VDIR,
GF3,VDSD,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VDSD,
GF3,VEI1,MEDS,,,,,,,,,,,,,,,,,,VEI1,
GF3,VEM1,MEDS,,,,,,,,,,,,,,,,,,VEM1,
GF3,VEN1,MEDS,,,,,,,,,,,,,,,,,,VEN1,
GF3,VERS,MEDS,,,,,,,,,,,,,,,,,,VERS,
GF3,VERT,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VERT,
GF3,VEST,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VEST,
GF3,VEX1,MEDS,,,,,,,,,,,,,,,,,,VEX1,
GF3,VFF1,MEDS,,,,,,,,,,,,,,,,,,VFF1,
GF3,VILX,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,VILX,
GF3,VIRT,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,VIRT,
GF3,VIR_,MEDS,,,,,,,,,,,,,,,,Number of virus counted,,VIR_,
GF3,VIS$,MEDS,,,,,,,,,,,,,,,,,,VIS$,
GF3,VISB,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VISB,
GF3,VMD1,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VMD1,
GF3,VMD2,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VMD2,
GF3,VMED,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VMED,
GF3,VMET,"BIO,MEDS",,,,,,,,,,,,,,,,,,VMET,
GF3,VMNL,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VMNL,
GF3,VMTA,MEDS,metre square,,,,,,,metre square,,,,,,,,,,VMTA,
GF3,VMTB,MEDS,metre square hertz,,,,,,,metre square hertz,,,,,,SDN:P06::UMTB,Square metres.Hertz,,,VMTB,
GF3,VMTC,MEDS,metre square hertz square,,,,,,,metre square hertz square,,,,,,,,,,VMTC,
GF3,VMTD,MEDS,metre square hertz cube,,,,,,,metre square hertz cube,,,,,,,,,,VMTD,
GF3,VMTE,MEDS,metre square hertz exponent four,,,,,,,metre square hertz exponent four,,,,,,,,,,VMTE,
GF3,VMTM,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VMTM,
GF3,VMTN,MEDS,metre square per hertz square,,,,,,,metre square per hertz square,,,,,,,,,,VMTN,
GF3,VMWD,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VMWD,
GF3,VMX1,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VMX1,
GF3,VMX2,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VMX2,
GF3,VMXL,MEDS,metre|m,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VMXL,
GF3,VNI1,MEDS,,,,,,,,,,,,,,,,,,VNI1,
GF3,VNM1,MEDS,,,,,,,,,,,,,,,,,,VNM1,
GF3,VNN1,MEDS,,,,,,,,,,,,,,,,,,VNN1,
GF3,VNR1,MEDS,,,,,,,,,,,,,,,,,,VNR1,
GF3,VNS1,MEDS,,,,,,,,,,,,,,,,,,VNS1,
GF3,VNUM,MEDS,degree per metre,,,,,,,degree per metre,,,,,,SDN:P06::DGPM,Degrees per metre,,,VNUM,
GF3,VNX1,MEDS,,,,,,,,,,,,,,,,,,VNX1,
GF3,VOLT,BIO,volts,,,,,,,volts,,,,,,SDN:P06::UVLT,Volts,,,VOLT,
GF3,VPA$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VPA$,
GF3,VPD1,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VPD1,
GF3,VPD2,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VPD2,
GF3,VPED,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VPED,
GF3,VPER,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VPER,
GF3,VPK1,MEDS,,,,,,,,,,,,,,,,,,VPK1,
GF3,VPM$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VPM$,
GF3,VPN1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VPN1,
GF3,VQXY,MEDS,degree square per hertz,,,,,,,degree square per hertz,,,,,,,,,,VQXY,
GF3,VQZX,MEDS,metre degree per hertz,,,,,,,metre degree per hertz,,,,,,,,,,VQZX,
GF3,VQZY,MEDS,metre degree per hertz,,,,,,,metre degree per hertz,,,,,,,,,,VQZY,
GF3,VRAT,MEDS,degree Celsius square,,,,,,,degree Celsius square,,,,,,,,,,VRAT,
GF3,VRHU,MEDS,gram square per kilogram square,,,,,,,gram square per kilogram square,,,,,,,,,,VRHU,
GF3,VRMS,MEDS,metre|m,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VRMS,
GF3,VRWS,MEDS,metre square per second square,,,,,,,metre square per second square,,,,,,,,,,VRWS,
GF3,VSAP,MEDS,volt per second,,,,,,,volt per second,,,,,,,,,,VSAP,
GF3,VSB#,MEDS,,,,,,,,,,,,,,,,,,VSB#,
GF3,VSDN,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VSDN,
GF3,VSMA,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VSMA,
GF3,VSMB,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VSMB,
GF3,VSMC,"GF3,MEDS",,,,,,,,,,,,,,,,Wave period,,VSMC,
GF3,VSMD,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VSMD,
GF3,VSN1,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VSN1,
GF3,VSP1,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VSP1,
GF3,VSP2,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VSP2,
GF3,VSPR,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VSPR,
GF3,VST1,MEDS,,,,,,,,,,,,,,,,,,VST1,
GF3,VSWD,MEDS,,,,,,,,,,,,,,,,,,VSWD,
GF3,VSX1,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VSX1,
GF3,VSX2,MEDS,metre square per hertz,,,,,,,metre square per hertz,,,,,,,,,,VSX2,
GF3,VTCA,MEDS,second|s,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTCA,
GF3,VTD1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTD1,
GF3,VTDH,"GF3,MEDS",,,,,,,,,,,,,,,,Significant wave height,,VTDH,
GF3,VTKC,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VTKC,
GF3,VTKD,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VTKD,
GF3,VTP$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTP$,
GF3,VTP1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTP1,
GF3,VTPK,"GF3,MEDS",,,,,,,,,,,,,,,,Wave spectrum peak period,,VTPK,
GF3,VTS$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTS$,
GF3,VTZA,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTZA,
GF3,VTZM,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VTZM,
GF3,VWH$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VWH$,
GF3,VWSA,MEDS,metre per second square,,,,,,,metre per second square,,,,,,,,,,VWSA,
GF3,VWSE,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VWSE,
GF3,VWSH,MEDS,metre per second per kilometre,,,,,,,metre per second per kilometre,,,,,,,,,,VWSH,
GF3,VWTE,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VWTE,
GF3,VWTN,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,VWTN,
GF3,VXH$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VXH$,
GF3,VXL$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,VXL$,
GF3,VXS1,MEDS,,,,,,,,,,,,,,,,,,VXS1,
GF3,VZA1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VZA1,
GF3,VZA2,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VZA2,
GF3,VZMX,"GF3,MEDS",,,,,,,,,,,,,,,,Maximum wave height,,VZMX,
GF3,VZS$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,VZS$,
GF3,WAIT,MEDS,,,,,,,,,,,,,,,,,,WAIT,
GF3,WCF$,MEDS,,,,,,,,,,,,,,,,,,WCF$,
GF3,WCLR,MEDS,,,,,,,,,,,,,,,,,,WCLR,
GF3,WDC$,MEDS,,,,,,,,,,,,,,,,,,WDC$,
GF3,WDIR,"BIO,IML,MEDS",degrees|degree,,,,,,,degree,,,wind_to_direction,,,SDN:P06::UAAA,Degrees,,TRUE,WDIR,
GF3,WDR#,MEDS,,,,,,,,,,,,,,,,,From,WDR#,
GF3,WETT,"BIO,IML,MEDS",degree Celsius|degree c,,,,,CWETZZ01,,degree Celsius,,,,SDN:P01::CWETZZ01,Wet bulb temperature of the atmosphere,SDN:P06::UPAA,Degrees Celsius,Wet bulb temperature of the atmosphere,,WETT,WetBulbAirTemp
GF3,WFBS,MEDS,,,,,,,,,,,,,,,,,,WFBS,
GF3,WFR1,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,WFR1,
GF3,WHT$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,WHT$,
GF3,WIR$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,WIR$,
GF3,WMDP,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,WMDP,
GF3,WMO$,MEDS,,,,,,,,,,,,,,,,,,WMO$,
GF3,WOI$,MEDS,,,,,,,,,,,,,,,,,,WOI$,
GF3,WPR$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,WPR$,
GF3,WRDP,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,WRDP,
GF3,WSC$,MEDS,,,,,,,,,,,,,,,,,,WSC$,
GF3,WSDP,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,WSDP,
GF3,WSP#,MEDS,knot,,,,,,,knot,,,,,,SDN:P06::UKNT,Knots (nautical miles per hour),,,WSP#,
GF3,WSPD,"BIO,IML,MEDS",m/s|metre per second,,,,,EWSBZZ01,,m/s,,,wind_speed,SDN:P01::EWSBZZ01,Speed of wind {wind speed} in the atmosphere,SDN:P06::UVAA,Metres per second,Speed of wind {wind speed} in the atmosphere,,WSPD,WindSpd
GF3,WSPE,"BIO,IML,MEDS",m/s|metre per second,,,,,ESEWZZXX,,m/s,,,eastward_wind,SDN:P01::ESEWZZXX,Eastward velocity of wind in the atmosphere,SDN:P06::UVAA,Metres per second,Eastward velocity of wind in the atmosphere,TRUE,WSPE,EwdWindVel
GF3,WSPN,"BIO,IML,MEDS",m/s|metre per second,,,,,ESNSZZXX,,m/s,,,northward_wind,SDN:P01::ESNSZZXX,Northward velocity of wind in the atmosphere,SDN:P06::UVAA,Metres per second,Northward velocity of wind in the atmosphere,TRUE,WSPN,WindVelN
GF3,WSS$,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,WSS$,
GF3,WTHA,MEDS,,,,,,,,,,,,,,,,,,WTHA,
GF3,WTWT,"BIO,MEDS",,,,,,,,,,,,,,,,,,WTWT,
GF3,WVD#,MEDS,,,,,,,,,,,,,,,,,FromTrue,WVD#,
GF3,WVER,"BIO,IML,MEDS",m/s|metre per second,,,,,EWSWZZ01,,m/s,,,upward_air_velocity,SDN:P01::EWSWZZ01,Upward air velocity in the atmosphere,SDN:P06::UVAA,Metres per second,Upward air velocity in the atmosphere,,WVER,VertWinVel
GF3,WVH#,MEDS,,,,,,,,,,,,,,,,,,WVH#,
GF3,WVOL,MEDS,,,,,,,,,,,,,,,,Volume of water filtered through net (cubic meters).,,WVOL,
GF3,WVP#,MEDS,,,,,,,,,,,,,,,,,,WVP#,
GF3,WWCD,MEDS,,,,,,,,,,,,,,,,,,WWCD,
GF3,XCD#,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,XCD#,
GF3,XCT#,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,XCT#,
GF3,XEQ$,MEDS,,,,,,,,,,,,,,,,,,XEQ$,
GF3,XTRK,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,XTRK,
GF3,YEA#,MEDS,,,,,,,,,,,,,,,,,,YEA#,
GF3,YEAR,MEDS,,,,,,,,,,,,,,,,,,YEAR,
GF3,ZELU,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,ZELU,
GF3,ZEOX,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,ZEOX,
GF3,ZNTH,"BIO,IML,MEDS",degree,,,,,,,degree,,,zenith_angle,,,SDN:P06::UAAA,Degrees,,,ZNTH,
GF3,ZONE,MEDS,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,ZONE,
GF3,ZOO_,MEDS,,,,,,,,,,,,,,,,Number of zooplanktonic organisms counted,,ZOO_,
GF3,TRB_,"MEDS,IML",NTU,,,,,TURB_NTU,,NTU,,,sea_water_turbidity,SDN:P01::TURBXXXX,Turbidity of water in the water body,SDN:P06::USTU,Nephelometric Turbidity Units,Estimate of suspended sediment concentration based on the proportion of a light transmission in the water column that is reflected back to a co-located receiver.,,TRB_,Turbidity
IOS,Adenosine_Triphosphate,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Alkalinity:Carbonate,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Alkalinity:Total,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Alkalinity:Total:CRM:Corrected,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Alkalinity:Total:Colorimetric,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Aluminum:Dissolved,IOS,picomole per litre,,,,,,,picomole per litre,,,,,,SDN:P06::UPML,Picomoles per litre,,,,
IOS,Ammonium,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Bacteria,IOS,million per millilitre,,,,,,,million per millilitre,,,,,,,,,,,
IOS,Barium:Dissolved,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Bottle_Number,IOS,,,,,,,,,,,,,,,,,,,
IOS,CTD_Cast_Number,IOS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
IOS,Calcium:Total,IOS,millimole per kilogram,,,,,,,millimole per kilogram,,,,,,SDN:P06::MMKG,Millimoles per kilogram,,,,
IOS,Carbon:Dissolved:Inorganic,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Carbon:Dissolved:Organic,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Carbon:Isotope:13,IOS,per thousand,,,,,,,per thousand,,,,,,,,,,,
IOS,Carbon:Isotope:18,IOS,per thousand,,,,,,,per thousand,,,,,,,,,,,
IOS,Carbon:Particulate:Organic,IOS,microgram per litre,,,,,,,microgram per litre,,,,,,SDN:P06::UGPL,Micrograms per litre,,,,
IOS,Carbon:Particulate:Total,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Carbon:Total:Organic,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Carbon_dioxide:Total,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Carbontetrachloride,IOS,picomole per litre,,,,,,,picomole per litre,,,,,,SDN:P06::UPML,Picomoles per litre,,,,
IOS,Chlorofluorocarbon_11,IOS,picomole per kilogram,,,,,,,picomole per kilogram,,,,,,SDN:P06::KGPM,Picomoles per kilogram,,,,
IOS,Chlorofluorocarbon_11,IOS,picomole per kilogram,,,,,,,picomole per kilogram,,,,,,SDN:P06::KGPM,Picomoles per kilogram,,,,
IOS,Chlorofluorocarbon_113,IOS,picomole per litre,,,,,,,picomole per litre,,,,,,SDN:P06::UPML,Picomoles per litre,,,,
IOS,Chlorofluorocarbon_12,IOS,picomole per kilogram,,,,,,,picomole per kilogram,,,,,,SDN:P06::KGPM,Picomoles per kilogram,,,,
IOS,Chlorofluorocarbon_12,IOS,picomole per kilogram,,,,,,,picomole per kilogram,,,,,,SDN:P06::KGPM,Picomoles per kilogram,,,,
IOS,Chlorophyll:Extracted,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Chlorophyll:Extracted,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Chlorophyll:Extracted:<5.0um,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Chlorophyll:Extracted:>0.7um,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Chlorophyll:Extracted:>5.0um,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Chlorophyll_plus_Phaeo-Pigment:Extracted,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Date,IOS,,,,,,,,,,,,,,,,,,,
IOS,Declination:Magnetic,IOS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
IOS,Depth,IOS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
IOS,Depth:Nominal,IOS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
IOS,Depth:Water,IOS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
